Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
CHS,Common Stock,Chico's FAS Inc,Chico's FAS Inc. is an omnichannel specialty retailer of women's casual to elegant apparel intimates and complementary private label accessories. The company is headquartered in Fort Myers Florida.,897429,NYSE,USD,USA,TRADE & SERVICES,RETAIL-WOMEN'S CLOTHING STORES,11215 METRO PKWY FT MYERS FL US,February,2021-11-30,598005000,49853000,None,0.86,1.694,0,0,-0.376,14.55,-0.0257,-0.0028,-0.0023,-0.194,1699861000,263673000,-0.376,0,0.291,6,-,-,0.352,3.176,0.714,7.83,1.56,7.29,1.72,5.64,5.12,122542000,2020-03-30,2020-03-13
CHSCL,Common Stock,CHS Inc,CHS Inc. an integrated agricultural company provides grain food and energy resources to businesses and consumers in North America South America Europe the Middle East Africa and Asia Pacific. The company is headquartered in Inver Grove Heights Minnesota.,823277,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-FARM PRODUCT RAW MATERIALS,5500 CENEX DRIVE INVER GROVE HEIGHTS MN US,August,2021-11-30,None,977526000,None,0,None,1.88,0.0657,None,0,0.0231,0.0128,0.0172,0.104,40613147000,951399000,0,0,0.248,None,-,-,-,-,-,-,None,29.55,26.02,28.7,28.97,0,2022-03-31,2021-12-16
CHSCM,Common Stock,CHS Inc,CHS Inc. an integrated agricultural company provides grain food and energy resources to businesses and consumers in North America South America Europe the Middle East Africa and Asia Pacific. The company is headquartered in Inver Grove Heights Minnesota.,823277,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-FARM PRODUCT RAW MATERIALS,5500 CENEX DRIVE INVER GROVE HEIGHTS MN US,August,2021-11-30,None,977526000,None,0,None,1.69,0.0611,None,0,0.0231,0.0128,0.0172,0.104,40613147000,951399000,0,0,0.248,None,-,-,-,-,-,-,None,27.97,24.94,27.8,27.96,0,2022-03-31,2021-12-16
CHSCN,Common Stock,CHS Inc,CHS Inc. an integrated agricultural company provides grain food and energy resources to businesses and consumers in North America South America Europe the Middle East Africa and Asia Pacific. The company is headquartered in Inver Grove Heights Minnesota.,823277,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-FARM PRODUCT RAW MATERIALS,5500 CENEX DRIVE INVER GROVE HEIGHTS MN US,August,2021-11-30,None,977526000,None,0,None,1.77,0.0647,None,0,0.0231,0.0128,0.0172,0.104,40613147000,951399000,0,0,0.248,None,-,-,-,-,-,-,None,27.96,25.19,27.68,28.01,0,2021-12-31,2021-12-16
CHSCO,Common Stock,CHS Inc,CHS Inc. an integrated agricultural company provides grain food and energy resources to businesses and consumers in North America South America Europe the Middle East Africa and Asia Pacific. The company is headquartered in Inver Grove Heights Minnesota.,823277,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-FARM PRODUCT RAW MATERIALS,5500 CENEX DRIVE INVER GROVE HEIGHTS MN US,August,2021-11-30,None,977526000,None,0,None,1.97,0.0695,None,0,0.0231,0.0128,0.0172,0.104,40613147000,951399000,0,0,0.248,None,-,-,-,-,-,-,None,28.54,25.76,28.29,28.49,0,2022-03-31,2021-12-16
CHSCP,Common Stock,CHS Inc,CHS Inc. an integrated agricultural company provides grain food and energy resources to businesses and consumers in North America South America Europe the Middle East Africa and Asia Pacific. The company is headquartered in Inver Grove Heights Minnesota.,823277,NASDAQ,USD,USA,TRADE & SERVICES,WHOLESALE-FARM PRODUCT RAW MATERIALS,5500 CENEX DRIVE INVER GROVE HEIGHTS MN US,August,2021-11-30,None,977526000,None,0,None,2,0.0647,None,0,0.0231,0.0128,0.0172,0.104,40613147000,951399000,0,0,0.248,None,-,-,-,-,-,-,None,31,27.16,30.71,30.28,0,2022-03-31,2021-12-16
CHT,Common Stock,Chunghwa Telecom Co. Ltd,Chunghwa Telecom Co. Ltd. provides telecommunications services in Taiwan. The company is headquartered in Taipei City Taiwan.,1132924,NYSE,USD,USA,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,21-3 HSINYI ROAD SECTION 1 TAIPEI TW,December,2021-09-30,32432216000,76769264000,25.27,0,477.4,4.306,0.0371,1.65,270.81,0.168,0.205,0.0541,0.0964,210067440000,70580000000,1.65,0.124,-0.025,37.63,25.27,26.32,0.154,2.387,0.154,0.386,-0.046,42.28,37.07,40.85,40.66,775745000,2021-10-05,2021-08-24
CHTR,Common Stock,Charter Communications Inc,Charter Communications Inc. is an American telecommunications and mass media company with services branded as Charter Spectrum.,1091667,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,12405 POWERSCOURT DRIVE ST. LOUIS MO US,December,2021-09-30,109455368000,20029000000,27.82,0.49,94.98,None,0,21.94,270.34,0.084,0.207,0.046,0.177,51094000000,21198000000,21.94,0.667,0.092,766.64,27.82,18.55,2.142,6.43,3.869,10.18,0.944,825.62,585.45,660.6,701.09,179291000,None,None
CHUY,Common Stock,Chuy's Holdings Inc,Chuy's Holdings Inc. owns and operates full-service restaurants under the Chuy's name in 17 states including the southeastern and midwestern United States. The company is headquartered in Austin Texas.,1524931,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,1623 TOOMEY ROAD AUSTIN TX US,December,2021-09-30,586139000,54174000,22.91,1.4,13.34,None,0,1.292,18.98,0.069,0.0905,0.0432,0.103,376510000,63977000,1.292,1.143,0.243,36.83,22.91,20.2,1.557,2.149,1.772,11.35,2.021,49.99,26.42,30.32,35.22,19802000,None,None
CHWY,Common Stock,Chewy Inc,Chewy Inc. is dedicated to the pure business of e-commerce in the United States. The company is headquartered in Dania Beach Florida.,1766502,NYSE,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,1855 GRIFFIN ROAD SUITE B-42 DANIA BEACH FL US,February,2021-11-30,20280343000,48715000,1866.15,None,0.158,None,0,0.026,20.55,0.0013,0.0015,0.0041,0,8545387000,1820807000,0.026,0,0.241,75.1,1866.15,175.44,2.373,288.11,2.489,344.1,0.345,120,48.03,64.34,74.71,106791000,None,None
CHX,Common Stock,ChampionX Corporation,ChampionX Corporation provides chemical solutions and engineering equipment and technologies to oil and gas companies around the world. The company is headquartered in The Woodlands Texas.,1723089,NASDAQ,USD,USA,TECHNOLOGY,CONSTRUCTION MINING & MATERIALS HANDLING MACHINERY & EQUIP,2445 TECHNOLOGY FOREST BLVD BUILDING 4 FLOOR 12 THE WOODLANDS TX US,December,2021-09-30,4625382000,453799000,60.24,None,8.55,None,None,0.38,14.72,0.0261,0.0709,0.0377,0.0473,2958967000,423127000,0.38,0,0.292,29.44,60.24,19.68,1.563,2.693,1.782,12.5,3.206,30.48,14.8,22.78,23.5,202070000,None,None
CI,Common Stock,Cigna Corporation,Cigna is an American multinational managed healthcare and insurance company based in Bloomfield Connecticut. Its insurance subsidiaries are major providers of medical dental disability life and accident insurance and related products and services the majority of which are offered through employers and other groups (e.g. governmental and non-governmental organizations unions and associations).,1739940,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,900 COTTAGE GROVE ROAD BLOOMFIELD CT US,December,2021-09-30,77282378000,10155000000,9.7,0.857,143.07,3,0.0172,24.03,493.03,0.0492,0.0485,0.0329,0.176,170397008000,24356000000,24.03,0.27,0.082,263.8,9.7,9.59,0.454,1.502,0.599,-,0.91,269.12,190.78,216.63,226.98,331428000,2021-12-22,2021-12-06
CIA,Common Stock,Citizens Inc,Citizens Inc. offers life insurance products in the United States and internationally. The company is headquartered in Austin Texas.,24090,NYSE,USD,USA,FINANCE,LIFE INSURANCE,400 EAST ANDERSON LANE AUSTIN TX US,December,2021-09-30,264381000,9382000,1327.5,0,5.34,None,0,0.004,4.9,0.0008,0.0317,0.0026,0.0007,245593000,43168000,0.004,-0.696,0.029,7,1327.5,-,1.077,1.097,1.061,-,0.169,7.06,4.81,5.96,5.76,49789300,None,None
CIB,Common Stock,Bancolombia S.A,Bancolombia SA offers various banking products and services to individual and corporate clients in Colombia Panama Puerto Rico El Salvador Costa Rica and Guatemala. The company is headquartered in Medelln Colombia.,1071371,NYSE,USD,USA,FINANCE,COMMERCIAL BANKS NEC,AVENIDA LOS INDUSTRIALES CARRERA 48 # 26 -85 MEDELLIN CO,December,2021-09-30,7357984000,None,None,1.65,36.52,0.24,0.0079,None,0,0.197,0,0.0092,0.0806,0,7689712000000,0,2.371,0.745,33.44,-,9.13,1.9,1.028,-,-,1.05,39.67,27.53,32.61,31.84,240457000,2022-01-13,2021-12-29
CIDM,Common Stock,Cinedigm Corp,Cinedigm Corp. The company is headquartered in New York New York.,1173204,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-VIDEO TAPE RENTAL,902 BROADWAY 9TH FLOOR NEW YORK NY US,March,2021-09-30,195856000,1062000,None,0,0.15,None,0,-0.074,0.272,-0.264,-0.102,-0.0325,-0.935,43337000,15316000,-0.074,0,0.407,4.25,-,-,4.519,9.18,5.16,110.38,1.544,2.95,0.77,1.606,1.671,174871000,None,None
CIEN,Common Stock,Ciena Corporation,Ciena Corporation provides hardware software and network services that support the transport routing switching aggregation service delivery and management of video data and voice traffic on communications networks worldwide. The company is headquartered in Hanover Maryland.,936395,NYSE,USD,USA,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,7035 RIDGE ROAD HANOVER MD US,October,2021-10-31,11314205000,618479000,22.9,0.77,19.5,None,0,3.19,23.32,0.138,0.134,0.0672,0.181,3620684000,1715029000,3.19,0.57,0.257,80.13,22.9,21.69,3.125,3.886,2.956,17.05,0.853,78.28,47.52,66.56,57.86,154883000,None,None
CIG,Common Stock,Cia Energetica De Minas Gerais,Companhia Energtica de Minas Gerais is dedicated to the generation transmission distribution and sale of energy in Brazil. The company is headquartered in Belo Horizonte Brazil.,1157557,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,AVENIDA BARBACENA 1200 30190 131 BELO HORIZONTE MINAS GERAIS BRAZIL BR,December,2021-09-30,4132964000,5863300000,5.16,0,11.97,0.879,0.119,0.426,18.46,0.13,0.158,0.0581,0.216,31253731000,5316972000,0.426,-0.273,0.483,2.94,5.16,8.38,0.132,1.166,0.212,0.771,0.522,2.693,1.786,2.372,2.398,1692710000,2017-12-13,2021-12-22
CIGI,Common Stock,Colliers International Group Inc,Colliers International Group Inc. provides commercial real estate services to corporate and institutional clients in the Americas Europe the Middle East Africa and Asia Pacific. The company is headquartered in Toronto Canada.,913353,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,1140 BAY STREET SUITE 4000 TORONTO ON CA,December,2021-09-30,6214216000,496152000,None,1.14,12.22,0.1,0.0021,-9.54,87.22,-0.109,0.0958,0.0658,-0.29,3657380000,1021541000,-9.54,-0.227,0.477,159,-,22.37,1.699,11.63,1.989,20.61,1.587,150.49,84.89,143.34,126.2,42702700,2022-01-12,2021-12-30
CIH,Common Stock,China Index Holdings Limited,China Index Holdings Limited operates a real estate information and analysis services platform in China. The company is headquartered in Beijing China.,1749797,NASDAQ,USD,China,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,BUILDING A BEIJING FANGXIANG NO.20 GUOGONGZHUANG MIDDLE STREET BEIJING CHINA,December,2021-06-30,94945000,326269000,None,None,3.612,None,0,-0.557,7.1,-0.501,-0.363,-0.193,1.708,639281000,533656000,-0.557,-0.014,-0.047,None,-,-,0.148,2.567,0.0021,0.004,1.592,2.594,0.73,1.168,1.628,90424000,2015-03-31,None
CIM,Common Stock,Chimera Investment Corporation,Chimera Investment Corporation is a real estate investment trust (REIT) in the United States. The company is headquartered in New York New York.,1409493,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,520 MADISON AVENUE 32ND FLOOR NEW YORK NY US,December,2021-09-30,3567488000,None,5.32,-28.14,16.25,1.26,0.0876,2.829,5.26,0.653,0.913,0.0469,0.212,1224277000,692621000,2.829,-0.015,-0.137,14.63,5.32,10.57,2.914,0.981,10.76,-,0.975,16.49,9.15,15.85,14.83,236885000,2022-01-27,2021-12-29
CINF,Common Stock,Cincinnati Financial Corporation,Cincinnati Financial Corporation offers property and casualty insurance its main business through The Cincinnati Insurance Company The Cincinnati Indemnity Company and The Cincinnati Casualty Company.,20286,NASDAQ,USD,USA,FINANCE,FIRE MARINE & CASUALTY INSURANCE,6200 S GILMORE RD FAIRFIELD OH US,December,2021-09-30,19117767000,3281000000,7.64,-158.72,73.5,2.49,0.0212,15.53,55.89,0.281,0.355,0.0709,0.234,9001000000,1658000000,15.53,-0.686,-0.198,134.8,7.64,22.57,2.124,1.584,2.063,-,0.69,126.56,81.76,117.87,117.18,161141000,2022-01-14,2021-12-15
CINR,Common Stock,Ciner Resources LP,Ciner Resources LP participates in the trona mineral extraction and sodium carbonate production businesses in the United States and internationally. The company is headquartered in Atlanta Georgia.,1575051,NYSE,USD,USA,ENERGY & TRANSPORTATION,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),FIVE CONCOURSE PARKWAY SUITE 2500 ATLANTA GA US,December,2021-09-30,333755000,77900000,18.22,0,9.43,0.34,0.0819,0.926,24.13,0.0384,0.0942,0.0565,0.127,487500000,82900000,0.926,2.217,0.381,24,18.22,-,0.685,1.676,0.931,5.8,0.752,20.0,11.88,17.44,14.61,19778100,2021-11-19,2021-11-08
CIO,Common Stock,City Office REIT Inc,City Office REIT Inc. (NYSE: CIO) invests in high-quality office properties in 18-hour cities with strong economic fundamentals primarily in the southern and western United States. ,1593222,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,SUITE 3210 - 666 BURRARD STREET VANCOUVER BC CA,December,2021-09-30,925095000,89987000,20.97,-7.88,7.66,0.6,0.0377,1.013,3.779,0.315,0.186,0.0164,0.121,164209000,102528000,1.013,0,0.088,21.83,20.97,500,5.63,2.337,9.0,10.85,1.566,21.5,8.9,18.51,14.91,43554400,2022-01-25,2022-01-10
CIR,Common Stock,CIRCOR International Inc,CIRCOR International Inc. designs manufactures and distributes motion and flow control products. The company is headquartered in Burlington Massachusetts.,1091883,NYSE,USD,USA,MANUFACTURING,MISCELLANEOUS FABRICATED METAL PRODUCTS,C/O CIRCOR INC 30 CORPORATE DR. SUITE 200 BURLINGTON MA US,December,2021-09-30,520428000,92134000,None,5.28,9.11,0.037,0.0014,-1.761,38.25,-0.0461,0.033,0.0142,-0.178,770134000,242177000,-1.761,0,0.022,39.75,-,-,0.676,3.013,1.287,11.2,2.43,43.2,24.18,29.33,32.5,20258000,2017-12-12,2017-11-27
CIT,Common Stock,CIT Group Inc,CIT Group Inc. is the holding company of CIT Bank NA providing banking and related services to commercial and individual clients. The company is headquartered in New York New York.,1171825,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,1 CIT DRIVE LIVINGSTON NJ US,December,2021-09-30,5305578000,None,7.78,3.48,56.97,1.4,0.0262,6.88,28.01,0.258,0.414,0.0124,0.12,2770800000,1616800000,6.88,1.048,0.174,52.67,7.78,10.46,1.915,0.865,-,-,1.472,56.21,34.51,50.58,51.59,99170000,2021-11-12,2021-10-28
CIVB,Common Stock,Civista Bancshares Inc,Civista Bancshares Inc. is Civista Bank's financial holding company providing community banking services. The company is headquartered in Sandusky Ohio.,944745,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,100 EAST WATER ST P O BOX 5016 SANDUSKY OH US,December,2021-09-30,387854000,None,10.09,1.93,23.18,0.49,0.0219,2.54,7.99,0.318,0.389,0.0138,0.115,124860000,107797000,2.54,0.328,0.163,28.58,10.09,10.88,3.106,1.045,-,-,0.92,25.94,16.19,24.59,23.59,15138700,2021-11-01,2021-10-18
CIX,Common Stock,CompX International Inc,CompX International Inc. manufactures and sells safety products and marine recreational components primarily in North America. The company is headquartered in Dallas Texas.,1049606,NYSE MKT,USD,USA,MANUFACTURING,CUTLERY HANDTOOLS & GENERAL HARDWARE,5430 LBJ FREEWAY SUITE 1700 DALLAS TX US,December,2021-09-30,278756000,22868000,17.9,0,13.94,0.7,0.0356,1.255,11.0,0.114,0.139,0.0636,0.0918,136733000,32848000,1.255,1.264,0.216,38,17.9,-,2.072,1.626,1.501,8.98,0.431,25.29,13.13,22.28,21.69,12405700,2021-12-14,2021-12-01
CIXX,Common Stock,CI Financial Corp,CI Financial Corp. The company is headquartered in Toronto Canada with additional offices in Vancouver Canada; Calgary Canada; and Montreal Canada.,1829948,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,2 QUEEN STREET EAST 19TH FLOOR TORONTO ON CA,December,2021-09-30,4140380000,955882000,14.05,None,7.71,0.72,0.0275,1.493,12.36,0.154,0.352,0.0863,0.252,2530484000,1280532000,1.493,-0.639,0.298,None,14.05,7.79,1.636,3.58,2.562,8.88,1.386,24.36,11.88,22.33,19.45,197443000,2022-04-14,2022-03-30
CIZN,Common Stock,Citizens Holding Company,Citizens Holding Company is the bank holding company for Citizens Bank of Philadelphia offering a variety of commercial and personal banking products and services. The company is headquartered in Philadelphia Mississippi.,1075706,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,P O BOX 209 PHILADELPHIA MS US,December,2021-09-30,103793000,None,13.1,0,19.19,0.96,0.0518,1.416,7.9,0.179,0.216,0.0058,0.0704,44120000,42109000,1.416,-0.091,-0.033,24,13.1,-,2.353,0.967,-,-,0.0086,26.8,16.55,18.24,18.49,5595300,2021-12-31,2021-12-16
CJJD,Common Stock,China Jo-Jo Drugstores Inc,China Jo-Jo Drugstores Inc. is a retailer and distributor of pharmaceuticals and other health care products in the People's Republic of China. The company is headquartered in Hangzhou the People's Republic of China.,1413263,NASDAQ,USD,China,TRADE & SERVICES,RETAIL-DRUG STORES AND PROPRIETARY STORES,HAI WAI HAI TONGXIN MANSION FLOOR 6 GONG SHU DISTRICT HANGZHOU 310008 CHINA,March,2021-06-30,15243600,1908000,None,0,0.617,None,0,-0.2,3.265,-0.061,-0.0647,-0.0523,-0.388,133135000,29243800,-0.2,0,0.177,7,-,-,0.115,0.69,0.319,42.28,0.398,1.68,0.35,0.501,0.766,41751800,None,None
CKPT,Common Stock,Checkpoint Therapeutics Inc,Checkpoint Therapeutics Inc. a clinical-stage immuno-oncology biopharmaceutical company focuses on the acquisition development and commercialization of novel treatments for patients with solid tumor cancers. The company is headquartered in New York New York.,1651407,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2 GANSEVOORT STREET 9TH FLOOR NEW YORK NY US,December,2021-09-30,228701000,None,None,0,0.576,None,0,-0.515,0.004,0,-133.32,-0.449,-0.882,279000,-15283000,-0.515,0,0.036,15.8,-,-,819.72,5.1,660.98,-,1.603,5.38,2.22,3.316,3.014,76773000,None,None
CKX,Common Stock,CKX Lands Inc,CKX Lands Inc. is dedicated to land ownership and management in the United States. The company is headquartered in Lake Charles Louisiana.,352955,NYSE MKT,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,2417 SHELL BEACH DRIVE LAKE CHARLES LA US,December,2021-09-30,22338800,96460,27.64,0,8.53,0,0,0.416,0.351,1.186,0.137,0.0035,0.05,681740,632000,0.416,2.766,0.079,None,27.64,-,32.77,1.363,21.56,152.35,0.2,19.58,8.94,11.75,11.98,1942500,2018-04-12,2018-04-04
CL,Common Stock,Colgate-Palmolive Company,Colgate-Palmolive Company is an American multinational consumer products company headquartered on Park Avenue in Midtown Manhattan New York City. It specializes in the production distribution and provision of household health care personal care and veterinary products.,21665,NYSE,USD,USA,LIFE SCIENCES,PERFUMES COSMETICS & OTHER TOILET PREPARATIONS,300 PARK AVE NEW YORK NY US,December,2021-09-30,71170171000,4407000000,26.89,3.99,0.701,1.78,0.0213,3.14,20.45,0.154,0.222,0.154,428.46,17341999000,10021000000,3.14,-0.074,0.063,84.75,26.89,23.58,4.104,113.34,4.251,16.63,0.621,85.61,72.89,79.74,79.86,842849000,2021-11-15,2021-10-20
CLAA,Common Stock,Colonnade Acquisition Corp. II,Colonnade Acquisition Corp. The company is headquartered in West Palm Beach Florida.,1837739,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1400 CENTREPARK BLVD STE 810 WEST PALM BEACH FL UNITED STATES,December,2021-09-30,401775000,None,None,None,0.121,None,None,None,0,0,0,0,-99999.99,0,0,0,0,0,None,-,-,-,-,-,-,None,9.96,9.61,9.74,9.76,33000000,None,None
CLAQ,Common Stock,CleanTech Acquisition Corp. Common stock,None,1849820,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,207 WEST 25TH STREET 9TH FLOOR NEW YORK NY UNITED STATES,December,2021-09-30,214547000,None,None,None,0.004,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,10.93,9.71,9.96,9.91,21562500,None,None
CLAQR,Common Stock,CleanTech Acquisition Corp. Rights,None,1849820,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,207 WEST 25TH STREET 9TH FLOOR NEW YORK NY UNITED STATES,December,0000-00-00,None,None,None,None,0.004,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,0.381,0.18,0,0,0,None,None
